query,unformatted,cripple,nn_seed,inc_centroids,components,length_norm,alg,kernel,gamma,alpha,multilabel,c,merge,sensitivity,precision,max_in_cluster
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,1.0,True,1.1,False,0.5450999999999999,0.7295430529037643,0.7222000000000002
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.7,False,1.02,True,0.8644000000000001,0.9231421695201163,0.632
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.7,1.0,True,1.08,True,0.42829999999999996,0.574034357360472,0.8525
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.6,False,1.1,False,0.8703,0.9327645913686101,0.5660999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,0.7,False,1.02,True,0.8616999999999999,0.9228786685870741,0.6216999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.4,0.8,True,1.02,False,0.8117999999999999,0.8998789767475799,0.6477999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.9,True,1.3,True,0.3779,0.4912650168249898,0.8579000000000001
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,0.6,False,1.3,False,0.7222999999999999,0.8300101556694154,0.5725999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.9,True,1.2,False,0.44139999999999996,0.5866926234117861,0.7279
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.5,0.8,True,1.02,False,0.7186000000000001,0.8548783900913047,0.7122999999999999
fam40_typedistributed_embed+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.6,0.9,True,1.02,True,0.7219,0.8797351473249841,0.7447
