query,unformatted,cripple,nn_seed,inc_centroids,components,length_norm,alg,kernel,gamma,alpha,multilabel,c,merge,sensitivity,precision,max_in_cluster
fam40_typedistributed_plain+bg_weak,False,20,19,True,100,False,labelSpreading,rbf,0.4,0.6,True,1.3,True,0.71399999999999997,0.82437363352475068,0.81299999999999994
fam40_typedistributed_plain+bg_weak,False,6,1,True,100,False,labelSpreading,rbf,0.3,0.9,False,1.3,False,0.96399999999999997,0.97633904239882507,0.86699999999999999
fam40_typedistributed_plain+bg_weak,False,40,7,True,100,False,labelSpreading,rbf,0.4,0.9,False,1.2,True,0.79900000000000004,0.84583399072872745,0.73499999999999999
fam40_typedistributed_plain+bg_weak,False,6,1,True,100,True,labelSpreading,rbf,0.5,0.8,False,1.3,False,0.94399999999999995,0.97175884028825199,0.80500000000000005
fam40_typedistributed_plain+bg_weak,False,40,1,False,100,False,labelSpreading,rbf,0.4,0.9,True,1.3,True,0.191,0.31910527468563182,0.874
fam40_typedistributed_plain+bg_weak,False,6,7,False,100,False,labelSpreading,rbf,0.7,0.6,False,1.3,True,0.86799999999999999,0.95735428786899379,0.86599999999999999
fam40_typedistributed_plain+bg_weak,False,20,19,False,100,False,labelSpreading,rbf,0.5,0.8,True,1.1,False,0.93000000000000005,0.95093473652081639,0.74299999999999999
fam40_typedistributed_plain+bg_weak,False,20,1,True,100,True,labelSpreading,rbf,0.6,0.8,True,1.3,False,0.26400000000000001,0.41079332041665867,0.80900000000000005
fam40_typedistributed_plain+bg_weak,False,40,19,True,100,True,labelSpreading,rbf,0.4,0.7,True,1.2,False,0.27800000000000002,0.31778802845339049,0.878
fam40_typedistributed_plain+bg_weak,False,40,7,True,100,True,labelSpreading,rbf,0.7,0.8,True,1.3,False,0.318,0.35493626349148488,0.87
fam40_typedistributed_plain+bg_weak,False,6,1,False,100,False,labelSpreading,rbf,0.5,0.7,True,1.2,True,0.90900000000000003,0.96768746929638016,0.83799999999999997
fam40_typedistributed_plain+bg_weak,False,20,1,False,100,False,labelSpreading,rbf,0.4,0.9,True,1.0,True,0.98799999999999999,0.98876012413512426,0.745
fam40_typedistributed_plain+bg_weak,False,6,13,False,100,False,labelSpreading,rbf,0.4,0.8,True,1.3,True,0.84399999999999997,0.90005144172880103,0.86399999999999999
fam40_typedistributed_plain+bg_weak,False,40,7,True,100,False,labelSpreading,rbf,0.5,0.9,True,1.3,True,0.26400000000000001,0.31853338486131361,0.93600000000000005
fam40_typedistributed_plain+bg_weak,False,40,1,False,100,True,labelSpreading,rbf,0.4,1.0,False,1.3,False,0.59099999999999997,0.8625874894438389,0.69799999999999995
fam40_typedistributed_plain+bg_weak,False,40,1,True,100,False,labelSpreading,rbf,0.5,1.0,True,1.3,False,0.22,0.25127470177129779,0.91300000000000003
fam40_typedistributed_plain+bg_weak,False,40,7,False,100,False,labelSpreading,rbf,0.3,0.8,False,1.0,False,0.99299999999999999,0.99337321937321943,0.56399999999999995
fam40_typedistributed_plain+bg_weak,False,6,13,False,100,False,labelSpreading,rbf,0.7,0.9,True,1.2,True,0.85099999999999998,0.93758882626807161,0.871
fam40_typedistributed_plain+bg_weak,False,6,7,False,100,True,labelSpreading,rbf,0.7,0.8,False,1.0,False,0.98699999999999999,0.98847449352246952,0.71599999999999997
fam40_typedistributed_plain+bg_weak,False,6,13,False,100,False,labelSpreading,rbf,0.7,0.7,True,1.0,False,0.995,0.99539835164835166,0.76400000000000001
fam40_typedistributed_plain+bg_weak,False,6,1,True,100,False,labelSpreading,rbf,0.5,1.0,False,1.3,True,0.91600000000000004,0.94448792604897258,0.84099999999999997
fam40_typedistributed_plain+bg_weak,False,6,7,True,100,False,labelSpreading,rbf,0.7,0.9,True,1.1,False,0.96199999999999997,0.97210822229300498,0.81100000000000005
fam40_typedistributed_plain+bg_weak,False,6,19,True,100,True,labelSpreading,rbf,0.7,0.6,True,1.2,True,0.84899999999999998,0.92737550626402709,0.83899999999999997
fam40_typedistributed_plain+bg_weak,False,40,13,False,100,True,labelSpreading,rbf,0.3,0.7,False,1.2,False,0.84599999999999997,0.91974922527709746,0.627
fam40_typedistributed_plain+bg_weak,False,40,13,False,100,True,labelSpreading,rbf,0.3,0.6,True,1.2,True,0.45800000000000002,0.48272912010416041,0.88800000000000001
fam40_typedistributed_plain+bg_weak,False,6,1,False,100,False,labelSpreading,rbf,0.3,1.0,True,1.0,True,0.98599999999999999,0.98856896262778615,0.76200000000000001
fam40_typedistributed_plain+bg_weak,False,20,13,True,100,True,labelSpreading,rbf,0.4,0.6,False,1.0,False,0.98799999999999999,0.98865903540903532,0.625
fam40_typedistributed_plain+bg_weak,False,20,7,False,100,True,labelSpreading,rbf,0.6,0.8,True,1.0,False,0.97199999999999998,0.97463394294916028,0.70699999999999996
fam40_typedistributed_plain+bg_weak,False,6,1,True,100,True,labelSpreading,rbf,0.4,0.8,True,1.2,True,0.87,0.97723311546840952,0.83499999999999996
fam40_typedistributed_plain+bg_weak,False,20,19,True,100,True,labelSpreading,rbf,0.3,0.8,False,1.1,True,0.873,0.90798824857353944,0.77500000000000002
fam40_typedistributed_plain+bg_weak,False,20,1,False,100,True,labelSpreading,rbf,0.4,0.8,False,1.1,True,0.877,0.93742063407870446,0.73299999999999998
fam40_typedistributed_plain+bg_weak,False,20,7,False,100,False,labelSpreading,rbf,0.5,0.8,False,1.1,True,0.94399999999999995,0.96181752843829127,0.78000000000000003
fam40_typedistributed_plain+bg_weak,False,20,7,True,100,False,labelSpreading,rbf,0.3,0.7,True,1.2,False,0.81399999999999995,0.91848383569204406,0.81200000000000006
fam40_typedistributed_plain+bg_weak,False,40,19,True,100,True,labelSpreading,rbf,0.4,0.9,False,1.1,True,0.84699999999999998,0.89231395707695838,0.69599999999999995
fam40_typedistributed_plain+bg_weak,False,40,7,False,100,False,labelSpreading,rbf,0.7,0.7,False,1.1,True,0.88900000000000001,0.93953835080241876,0.72799999999999998
fam40_typedistributed_plain+bg_weak,False,40,1,True,100,True,labelSpreading,rbf,0.3,0.6,False,1.1,True,0.84499999999999997,0.90915335882943826,0.63100000000000001
fam40_typedistributed_plain+bg_weak,False,6,1,False,100,False,labelSpreading,rbf,0.3,0.6,False,1.1,True,0.96399999999999997,0.97649642024642025,0.80900000000000005
fam40_typedistributed_plain+bg_weak,False,40,19,True,100,False,labelSpreading,rbf,0.7,0.9,True,1.0,True,0.98199999999999998,0.98420126170126176,0.84899999999999998
fam40_typedistributed_plain+bg_weak,False,40,7,False,100,False,labelSpreading,rbf,0.3,0.7,True,1.1,True,0.53600000000000003,0.67419740437158471,0.88500000000000001
fam40_typedistributed_plain+bg_weak,False,20,1,False,100,False,labelSpreading,rbf,0.3,0.6,True,1.0,False,0.97799999999999998,0.98397023809523809,0.71399999999999997
fam40_typedistributed_plain+bg_weak,False,20,1,True,100,False,labelSpreading,rbf,0.3,0.7,False,1.2,True,0.93400000000000005,0.94579535675670268,0.755
fam40_typedistributed_plain+bg_weak,False,20,1,True,100,True,labelSpreading,rbf,0.3,1.0,False,1.0,False,0.96199999999999997,0.97696456742601112,0.64600000000000002
fam40_typedistributed_plain+bg_weak,False,6,13,False,100,True,labelSpreading,rbf,0.4,0.8,False,1.0,False,0.995,0.99526353276353274,0.71199999999999997
fam40_typedistributed_plain+bg_weak,False,40,1,False,100,False,labelSpreading,rbf,0.4,0.7,True,1.1,False,0.81899999999999995,0.8899579087271513,0.75
fam40_typedistributed_plain+bg_weak,False,40,19,True,100,True,labelSpreading,rbf,0.3,0.8,False,1.2,True,0.69599999999999995,0.85439890248316286,0.73399999999999999
fam40_typedistributed_plain+bg_weak,False,20,19,False,100,True,labelSpreading,rbf,0.3,0.8,False,1.0,True,0.98799999999999999,0.98888648197268891,0.73199999999999998
fam40_typedistributed_plain+bg_weak,False,20,19,False,100,True,labelSpreading,rbf,0.4,0.8,False,1.1,False,0.97999999999999998,0.98245543837882543,0.72299999999999998
fam40_typedistributed_plain+bg_weak,False,40,1,True,100,False,labelSpreading,rbf,0.3,0.9,True,1.0,True,0.96199999999999997,0.96842899916175784,0.85399999999999998
fam40_typedistributed_plain+bg_weak,False,20,1,False,100,True,labelSpreading,rbf,0.7,0.7,False,1.3,True,0.67900000000000005,0.75514312538503536,0.76500000000000001
fam40_typedistributed_plain+bg_weak,False,20,19,False,100,True,labelSpreading,rbf,0.5,0.6,True,1.3,True,0.72399999999999998,0.80602776329544301,0.82399999999999995
fam40_typedistributed_plain+bg_weak,False,20,19,False,100,False,labelSpreading,rbf,0.4,0.8,False,1.1,False,0.97999999999999998,0.98026186052273012,0.71899999999999997
fam40_typedistributed_plain+bg_weak,False,20,13,False,100,False,labelSpreading,rbf,0.7,0.6,True,1.3,True,0.316,0.42119776912181306,0.92900000000000005
